MSSubClass,LotArea,Neighborhood,BldgType,FirstFlrSF,SecondFlrSF,GrLivArea,TotRmsAbvGrd,WoodDeckSF,OpenPorchSF,EnclosedPorch,Threeseasonporch,ScreenPorch
One_Story_1946_and_Newer_All_Styles,9991,Sawyer,OneFam,1620,0,1620,8,120,78,0,0,0
Two_Story_1946_and_Newer,11700,Northwest_Ames,OneFam,829,727,1556,8,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11717,Northwest_Ames,OneFam,1442,0,1442,6,371,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9156,Northwest_Ames,OneFam,1489,0,1489,7,0,0,0,0,0
Two_Story_1946_and_Newer,10382,Northwest_Ames,OneFam,1107,983,2090,7,235,204,228,0,0
Two_Story_1946_and_Newer,12732,Northwest_Ames,OneFam,1285,782,2067,7,297,40,0,0,0
Two_Story_1946_and_Newer,12936,Northwest_Ames,OneFam,735,660,1395,6,294,116,0,0,0
Two_Story_1946_and_Newer,10400,Northwest_Ames,OneFam,1271,1369,2640,8,0,120,0,0,168
Split_or_Multilevel,17871,Northwest_Ames,OneFam,1724,0,1724,7,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9600,Northwest_Ames,OneFam,1336,0,1336,6,312,11,0,0,0
One_Story_1946_and_Newer_All_Styles,9000,Northwest_Ames,OneFam,1216,0,1216,5,0,0,0,0,0
Two_Story_1946_and_Newer,13774,Northwest_Ames,OneFam,1316,972,2288,8,321,72,0,0,156
One_Story_1946_and_Newer_All_Styles,9650,Northwest_Ames,OneFam,1334,0,1334,6,0,16,0,0,0
One_Story_1946_and_Newer_All_Styles,10140,Northwest_Ames,OneFam,1680,0,1680,7,78,73,0,0,0
Two_Story_1946_and_Newer,8400,Northwest_Ames,OneFam,810,855,1665,6,0,45,0,0,0
One_Story_1946_and_Newer_All_Styles,7130,North_Ames,OneFam,864,0,864,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9600,North_Ames,OneFam,1568,0,1568,7,160,40,0,0,0
One_Story_1946_and_Newer_All_Styles,9100,North_Ames,OneFam,925,0,925,5,0,0,0,0,0
Two_Story_1946_and_Newer,9600,Northwest_Ames,OneFam,1165,896,2061,8,0,77,0,0,196
Split_Foyer,16500,Northwest_Ames,OneFam,1320,0,1320,5,0,20,0,0,0
One_Story_1946_and_Newer_All_Styles,9790,Northwest_Ames,OneFam,1342,0,1342,7,0,0,0,0,197
One_Story_1946_and_Newer_All_Styles,7436,North_Ames,OneFam,894,0,894,5,0,0,0,360,0
One_Story_1946_and_Newer_All_Styles,8125,North_Ames,OneFam,864,0,864,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9100,North_Ames,OneFam,864,0,864,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9450,North_Ames,OneFam,1362,0,1362,6,0,0,84,0,0
One_Story_1946_and_Newer_All_Styles,13495,North_Ames,OneFam,1728,0,1728,7,0,99,0,0,0
Duplex_All_Styles_and_Ages,11475,North_Ames,Duplex,1776,0,1776,9,0,25,0,0,0
One_Story_1946_and_Newer_All_Styles,10004,North_Ames,OneFam,1516,0,1516,6,0,0,0,0,152
One_Story_1946_and_Newer_All_Styles,9350,North_Ames,OneFam,1313,0,1313,6,172,28,0,0,121
One_Story_1946_and_Newer_All_Styles,10500,North_Ames,OneFam,1292,0,1292,6,0,32,0,0,92
One_Story_1946_and_Newer_All_Styles,11000,North_Ames,OneFam,1154,0,1154,6,0,58,0,0,0
Two_Story_1946_and_Newer,8970,North_Ames,OneFam,825,1315,2140,7,0,40,264,0,0
Split_or_Multilevel,12095,North_Ames,OneFam,1445,0,1445,7,180,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9600,North_Ames,OneFam,1041,0,1041,6,224,88,0,0,0
Split_or_Multilevel,11475,North_Ames,OneFam,1576,0,1576,7,85,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9768,North_Ames,OneFam,960,0,960,5,0,70,0,0,0
One_Story_1945_and_Older,5330,Brookside,OneFam,708,0,708,5,164,0,0,0,0
One_and_Half_Story_Finished_All_Ages,7015,Brookside,OneFam,979,224,1203,5,0,0,248,0,0
One_Story_1946_and_Newer_All_Styles,12160,North_Ames,OneFam,1505,0,1505,6,0,0,0,162,0
One_Story_1946_and_Newer_All_Styles,9900,North_Ames,OneFam,1691,0,1691,5,0,67,260,0,0
One_Story_1946_and_Newer_All_Styles,9600,North_Ames,OneFam,1644,0,1644,7,110,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9600,North_Ames,OneFam,1050,0,1050,5,0,0,0,0,0
One_and_Half_Story_Finished_All_Ages,9600,North_Ames,OneFam,1112,556,1668,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9600,North_Ames,OneFam,1113,0,1113,5,0,80,120,0,0
Duplex_All_Styles_and_Ages,8944,North_Ames,Duplex,1584,0,1584,8,0,152,0,0,0
One_Story_1946_and_Newer_All_Styles,10573,North_Ames,OneFam,1453,0,1453,6,0,49,0,0,288
One_Story_1946_and_Newer_All_Styles,9500,North_Ames,OneFam,1394,0,1394,6,0,76,0,0,185
One_Story_1946_and_Newer_All_Styles,14695,North_Ames,OneFam,1567,0,1567,5,0,110,0,0,342
Two_Story_1946_and_Newer,13600,North_Ames,OneFam,1186,800,1986,7,0,42,0,0,189
Two_Story_1946_and_Newer,13000,North_Ames,OneFam,1182,960,2142,8,0,72,0,0,252
One_Story_1946_and_Newer_All_Styles,13560,North_Ames,OneFam,1392,0,1392,5,0,0,240,0,0
One_and_Half_Story_Finished_All_Ages,12513,North_Ames,OneFam,1281,457,1738,7,55,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8760,North_Ames,OneFam,1144,0,1144,6,257,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8400,North_Ames,OneFam,1478,0,1478,6,114,0,0,0,216
One_Story_1946_and_Newer_All_Styles,12285,North_Ames,OneFam,1329,0,1329,5,0,0,203,0,0
One_Story_1946_and_Newer_All_Styles,9240,North_Ames,OneFam,988,0,988,6,156,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9600,North_Ames,OneFam,1632,0,1632,6,289,0,0,0,0
One_Story_1946_and_Newer_All_Styles,12400,North_Ames,OneFam,1215,0,1215,6,0,0,0,0,234
One_Story_1946_and_Newer_All_Styles,8750,North_Ames,OneFam,1202,0,1202,6,0,35,120,0,0
One_Story_1946_and_Newer_All_Styles,8750,North_Ames,OneFam,1382,0,1382,6,280,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10400,North_Ames,OneFam,1200,0,1200,6,0,189,140,0,0
Split_or_Multilevel,19296,North_Ames,OneFam,1382,0,1382,6,0,0,252,0,0
One_Story_1946_and_Newer_All_Styles,8532,North_Ames,OneFam,1297,0,1297,5,0,0,0,0,0
Duplex_All_Styles_and_Ages,9482,North_Ames,Duplex,1866,0,1866,8,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8128,North_Ames,OneFam,1062,0,1062,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10634,North_Ames,OneFam,1319,0,1319,5,66,0,0,0,0
One_Story_1946_and_Newer_All_Styles,13070,North_Ames,OneFam,1112,0,1112,5,0,0,0,0,255
One_Story_1946_and_Newer_All_Styles,10434,North_Ames,OneFam,1005,0,1005,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,14559,North_Ames,OneFam,1363,0,1363,6,324,42,0,0,168
One_Story_1945_and_Older,8480,North_Ames,OneFam,793,0,793,4,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,7626,North_Ames,OneFam,1031,0,1031,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9533,North_Ames,OneFam,1210,0,1210,7,208,0,100,0,0
Two_Family_conversion_All_Styles_and_Ages,10615,Old_Town,TwoFmCon,1014,685,1699,7,0,74,0,0,0
Two_Story_1946_and_Newer,11419,North_Ames,OneFam,801,726,1527,6,0,0,134,0,0
One_Story_1946_and_Newer_All_Styles,9600,North_Ames,OneFam,1200,0,1200,6,126,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8000,North_Ames,OneFam,972,0,972,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,5470,Old_Town,OneFam,792,0,792,4,0,90,0,0,0
One_and_Half_Story_Finished_All_Ages,10410,Old_Town,OneFam,808,704,1656,8,0,0,0,140,0
Two_Story_1946_and_Newer,10800,Old_Town,OneFam,676,676,1352,7,187,0,128,0,0
Two_Story_1945_and_Older,8146,Old_Town,OneFam,717,322,1039,6,0,0,168,0,111
One_Story_1945_and_Older,9022,Old_Town,OneFam,792,0,792,5,316,0,120,0,0
One_Story_1945_and_Older,10230,Old_Town,OneFam,1078,0,1078,6,0,0,0,0,112
One_and_Half_Story_Finished_All_Ages,10410,Old_Town,OneFam,1313,0,2377,8,0,0,432,0,0
Two_Story_1945_and_Older,7200,Old_Town,OneFam,930,760,1690,5,0,0,112,0,0
One_Story_1945_and_Older,5400,Old_Town,OneFam,599,0,599,4,0,81,0,0,0
One_and_Half_Story_Finished_All_Ages,5400,Old_Town,OneFam,840,534,1374,6,0,0,198,0,0
One_Story_1945_and_Older,10800,Old_Town,OneFam,846,0,846,4,0,0,0,0,0
One_Story_1945_and_Older,10800,Old_Town,OneFam,725,0,725,4,0,30,0,0,0
Duplex_All_Styles_and_Ages,9671,North_Ames,Duplex,1248,1296,2544,12,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10143,North_Ames,OneFam,1380,0,1380,6,0,0,0,0,216
One_Story_1946_and_Newer_All_Styles,11500,North_Ames,OneFam,1040,0,1040,6,0,0,156,0,0
Duplex_All_Styles_and_Ages,11643,North_Ames,Duplex,1338,1296,2634,12,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8010,North_Ames,OneFam,951,0,951,6,0,0,42,0,0
One_Story_1946_and_Newer_All_Styles,10454,North_Ames,OneFam,1105,0,1105,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,8712,North_Ames,OneFam,1306,0,1306,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,17600,North_Ames,OneFam,1478,0,1478,6,0,40,0,0,0
One_Story_1946_and_Newer_All_Styles,9000,North_Ames,OneFam,1142,0,1142,5,0,28,64,0,0
One_Story_with_Finished_Attic_All_Ages,12144,North_Ames,OneFam,1036,0,1268,6,0,28,0,0,0
Duplex_All_Styles_and_Ages,8544,North_Ames,Duplex,1040,0,1040,6,0,0,0,0,0
One_and_Half_Story_Finished_All_Ages,8064,North_Ames,OneFam,765,368,1133,5,0,0,0,0,231
Duplex_All_Styles_and_Ages,7200,North_Ames,Duplex,1040,0,1040,6,0,0,0,0,0
One_and_Half_Story_Finished_All_Ages,7200,North_Ames,OneFam,1136,768,1904,7,0,0,168,0,0
One_Story_1946_and_Newer_All_Styles,7350,North_Ames,OneFam,1041,0,1041,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,7560,North_Ames,OneFam,1339,0,1339,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,7200,North_Ames,OneFam,732,0,732,4,0,68,0,0,0
Split_or_Multilevel,8000,North_Ames,OneFam,1183,0,1183,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,7931,North_Ames,OneFam,1148,0,1148,6,0,0,0,0,0
One_and_Half_Story_Finished_All_Ages,10800,North_Ames,OneFam,832,629,1461,6,0,204,0,0,0
One_and_Half_Story_Finished_All_Ages,8064,North_Ames,OneFam,1064,0,1495,6,180,36,0,0,0
Two_Story_1946_and_Newer,7570,North_Ames,OneFam,993,813,1806,8,0,55,0,0,0
Duplex_All_Styles_and_Ages,8604,North_Ames,Duplex,941,0,941,4,0,40,0,0,0
One_Story_1946_and_Newer_All_Styles,7936,North_Ames,OneFam,1045,0,1045,6,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,6600,North_Ames,OneFam,894,0,894,5,0,0,0,0,0
One_and_Half_Story_Finished_All_Ages,3950,Old_Town,OneFam,818,406,1224,5,0,0,116,0,0
One_and_Half_Story_Finished_All_Ages,10440,Old_Town,OneFam,682,548,1230,5,74,0,128,0,0
One_and_Half_Story_Finished_All_Ages,4080,Old_Town,OneFam,861,517,1378,6,54,0,40,0,0
Duplex_All_Styles_and_Ages,10307,Old_Town,Duplex,972,972,1944,12,0,28,169,0,0
One_and_Half_Story_Finished_All_Ages,5720,Old_Town,OneFam,676,455,1131,5,26,0,0,0,0
One_and_Half_Story_Finished_All_Ages,15660,Old_Town,OneFam,810,496,1306,6,0,0,0,0,0
Two_Story_1945_and_Older,9900,Old_Town,OneFam,764,700,1464,7,0,0,176,0,0
Two_Story_1945_and_Older,6406,Old_Town,OneFam,868,690,1558,7,0,36,0,0,182
Two_Story_1945_and_Older,6600,Old_Town,OneFam,1378,994,2372,11,0,287,0,0,0
Two_Family_conversion_All_Styles_and_Ages,7627,Old_Town,TwoFmCon,1101,600,1701,8,0,0,148,0,0
Duplex_All_Styles_and_Ages,7596,Old_Town,Duplex,960,1000,1960,10,0,0,0,0,0
Two_Story_1946_and_Newer,3378,Old_Town,OneFam,707,682,1389,6,0,0,126,0,0
One_and_Half_Story_Finished_All_Ages,10134,Old_Town,OneFam,801,646,1447,6,80,0,244,0,0
One_Story_1946_and_Newer_All_Styles,6000,Old_Town,TwoFmCon,936,0,936,4,0,32,112,0,0
One_and_Half_Story_Finished_All_Ages,6000,Old_Town,OneFam,768,560,1328,6,0,12,0,0,0
Two_Family_conversion_All_Styles_and_Ages,6000,Old_Town,TwoFmCon,811,576,1387,7,0,0,0,0,0
One_Story_1945_and_Older,7404,Old_Town,OneFam,861,0,861,5,0,0,128,0,0
One_Story_1945_and_Older,5925,Old_Town,OneFam,612,0,612,4,0,0,25,0,0
One_and_Half_Story_Finished_All_Ages,5925,Old_Town,OneFam,600,368,968,6,0,0,0,0,0
One_Story_1945_and_Older,5784,Old_Town,OneFam,886,0,886,4,144,20,80,0,0
One_Story_1945_and_Older,8520,Old_Town,OneFam,792,0,792,5,0,0,81,0,0
Two_Family_conversion_All_Styles_and_Ages,4456,Old_Town,TwoFmCon,736,716,1452,8,0,0,102,0,0
Two_Story_1945_and_Older,9600,Old_Town,OneFam,833,677,1510,7,0,0,160,0,0
One_and_Half_Story_Finished_All_Ages,3500,Old_Town,OneFam,720,564,1284,5,0,35,0,0,0
Two_and_Half_Story_All_Ages,8100,Old_Town,OneFam,1075,1063,2138,11,40,156,0,0,0
Two_Story_1945_and_Older,11700,Old_Town,OneFam,1320,1320,2640,8,181,0,386,0,0
Two_Story_1945_and_Older,8400,Old_Town,OneFam,1090,917,2007,8,0,235,0,0,0
Two_Story_1945_and_Older,3600,Old_Town,OneFam,664,624,1288,5,0,103,0,0,0
Two_Story_1945_and_Older,17671,Old_Town,OneFam,916,826,1742,8,0,169,0,0,0
One_Story_1945_and_Older,3300,Old_Town,OneFam,816,0,816,5,0,33,0,0,0
Two_Story_1945_and_Older,9000,Old_Town,OneFam,832,650,1482,7,0,0,0,0,0
One_Story_1945_and_Older,7200,Old_Town,OneFam,1022,0,1022,4,0,30,226,0,0
One_and_Half_Story_Finished_All_Ages,8820,Old_Town,OneFam,1188,561,1869,7,48,0,244,0,0
One_and_Half_Story_Finished_All_Ages,5400,Old_Town,OneFam,1044,0,1480,6,0,0,176,0,0
Two_Story_1945_and_Older,9720,Old_Town,OneFam,780,741,1521,8,0,0,238,0,0
One_Story_1945_and_Older,7879,Iowa_DOT_and_Rail_Road,OneFam,720,0,720,4,0,523,115,0,0
One_Story_1945_and_Older,9392,Iowa_DOT_and_Rail_Road,OneFam,797,0,797,5,0,36,94,0,0
Two_Story_1945_and_Older,21384,Brookside,OneFam,1072,504,1576,6,0,312,0,0,0
One_Story_1945_and_Older,6615,Brookside,OneFam,1432,0,1432,6,266,61,0,0,0
One_and_Half_Story_Finished_All_Ages,7264,Brookside,OneFam,952,596,1548,5,74,0,0,0,144
Two_Story_1945_and_Older,4960,Brookside,OneFam,1001,653,1654,7,244,60,0,0,0
One_Story_1945_and_Older,8854,Brookside,OneFam,952,0,952,4,0,98,0,0,40
One_and_Half_Story_Finished_All_Ages,6000,Brookside,OneFam,757,567,1324,6,0,0,0,0,0
One_and_Half_Story_Finished_All_Ages,6000,Brookside,OneFam,786,390,1176,4,210,0,0,0,0
One_and_Half_Story_Finished_All_Ages,6000,Brookside,OneFam,884,464,1348,5,0,0,208,0,0
One_and_Half_Story_Finished_All_Ages,6000,Brookside,OneFam,825,587,1412,6,45,0,0,0,0
One_and_Half_Story_Finished_All_Ages,6000,Brookside,OneFam,822,320,1142,6,0,0,98,0,0
One_and_Half_Story_Unfinished_All_Ages,6000,Brookside,OneFam,904,0,904,4,0,0,105,0,0
One_Story_1945_and_Older,6911,Brookside,OneFam,1301,0,1301,5,0,0,0,0,0
One_and_Half_Story_Finished_All_Ages,6120,Brookside,OneFam,1067,472,1539,5,112,0,0,0,0
One_and_Half_Story_Finished_All_Ages,6120,Brookside,OneFam,989,584,1573,6,0,0,54,0,120
One_Story_1945_and_Older,6120,Brookside,OneFam,800,0,800,4,0,0,0,0,0
One_Story_1945_and_Older,6120,Brookside,OneFam,875,0,875,5,48,0,0,0,0
One_Story_1945_and_Older,6120,Brookside,OneFam,995,0,995,5,0,15,51,0,0
One_and_Half_Story_Finished_All_Ages,6120,Brookside,OneFam,994,588,1582,6,189,0,34,150,0
One_Story_1945_and_Older,8635,Brookside,OneFam,1072,0,1072,5,0,0,105,0,0
Two_and_Half_Story_All_Ages,11888,Brookside,OneFam,1445,689,2134,10,0,60,268,0,0
Two_Story_1945_and_Older,11414,Brookside,OneFam,1136,883,2019,8,509,135,0,0,0
Two_Story_1945_and_Older,8094,Old_Town,OneFam,1048,720,1768,8,0,0,150,0,0
Two_Story_1945_and_Older,2500,Old_Town,OneFam,916,910,1826,7,0,0,0,0,0
Two_Story_1945_and_Older,9928,Old_Town,OneFam,1272,672,1944,8,24,28,0,0,0
Two_and_Half_Story_All_Ages,5520,Old_Town,OneFam,929,929,2229,8,0,198,30,0,0
Duplex_All_Styles_and_Ages,3000,Old_Town,Duplex,1088,1040,2128,11,0,56,0,0,0
Two_Story_1945_and_Older,6876,Iowa_DOT_and_Rail_Road,OneFam,1146,784,1930,8,0,0,213,0,0
One_Story_1945_and_Older,6240,Iowa_DOT_and_Rail_Road,OneFam,848,0,1208,5,0,23,112,0,0
Two_Story_1945_and_Older,5775,Old_Town,OneFam,741,686,1427,7,0,24,112,0,0
Two_Family_conversion_All_Styles_and_Ages,5852,Old_Town,TwoFmCon,978,886,1864,9,0,188,102,0,0
One_and_Half_Story_Finished_All_Ages,5160,Iowa_DOT_and_Rail_Road,OneFam,1204,462,1666,4,0,0,148,0,0
Split_Foyer,5160,Iowa_DOT_and_Rail_Road,OneFam,892,0,892,5,0,0,105,0,160
Two_Family_conversion_All_Styles_and_Ages,10320,Iowa_DOT_and_Rail_Road,TwoFmCon,754,649,1403,7,0,0,288,0,0
One_Story_1946_and_Newer_All_Styles,4280,Sawyer,OneFam,704,0,704,4,0,0,24,0,0
Duplex_All_Styles_and_Ages,10800,Edwards,Duplex,1200,0,1200,5,120,0,0,0,0
Duplex_All_Styles_and_Ages,10800,Edwards,Duplex,1200,0,1200,5,120,0,0,0,0
Duplex_All_Styles_and_Ages,10547,Edwards,Duplex,1152,0,1152,6,0,0,0,0,0
One_Story_1945_and_Older,10020,Edwards,OneFam,904,0,904,4,0,0,0,0,0
Two_Story_1945_and_Older,6629,Edwards,OneFam,697,672,1369,6,147,0,0,0,0
One_and_Half_Story_Finished_All_Ages,9780,Edwards,OneFam,687,425,1112,6,0,0,0,0,0
Split_or_Multilevel,12886,Sawyer,OneFam,1464,0,1464,6,302,0,0,0,100
One_Story_1946_and_Newer_All_Styles,8816,Sawyer,OneFam,1121,0,1121,5,0,80,0,0,0
Two_Story_1946_and_Newer,11184,Sawyer,OneFam,918,765,1683,7,243,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11625,Sawyer,OneFam,1052,0,1052,6,0,215,0,0,0
One_Story_1946_and_Newer_All_Styles,7800,Sawyer,OneFam,899,0,899,5,64,0,0,0,0
Split_Foyer,8014,Sawyer,OneFam,1034,0,1034,5,0,0,0,0,0
Split_Foyer,7252,Sawyer,OneFam,858,0,858,5,120,0,0,0,0
Split_Foyer,8740,Sawyer,OneFam,860,0,860,4,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11616,Sawyer,OneFam,1092,0,1092,6,0,20,144,0,0
Split_or_Multilevel,15400,Sawyer,OneFam,904,611,1774,8,290,40,0,0,0
Split_or_Multilevel,15312,Sawyer,OneFam,1138,0,1138,6,0,0,0,0,140
Split_or_Multilevel,15584,Clear_Creek,OneFam,2071,0,2071,9,131,28,0,0,0
One_Story_1946_and_Newer_All_Styles,9000,Sawyer,OneFam,660,0,660,5,0,0,100,0,0
One_and_Half_Story_Finished_All_Ages,11250,Clear_Creek,OneFam,1104,684,1788,8,120,0,0,0,0
One_Story_1946_and_Newer_All_Styles,25095,Clear_Creek,OneFam,1473,0,1473,5,0,48,0,0,60
One_Story_1946_and_Newer_All_Styles,17140,Edwards,OneFam,1229,0,1229,6,0,0,0,0,0
One_Story_1945_and_Older,12342,Edwards,OneFam,861,0,861,4,158,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10708,Clear_Creek,OneFam,1867,0,1867,7,476,0,0,0,142
One_Story_1946_and_Newer_All_Styles,13680,Edwards,OneFam,1733,0,1733,8,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,15635,Edwards,OneFam,1383,0,1383,6,0,0,90,0,110
One_Story_1946_and_Newer_All_Styles,9855,Edwards,OneFam,1689,0,1689,7,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9571,Edwards,OneFam,1073,0,1073,5,0,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9571,Edwards,OneFam,1276,0,1276,5,0,0,0,0,0
Two_Story_1946_and_Newer,9350,Edwards,OneFam,892,747,1639,6,0,50,0,0,0
One_Story_1945_and_Older,9340,Edwards,OneFam,672,0,672,4,0,113,0,0,0
One_Story_1946_and_Newer_All_Styles,7440,Edwards,OneFam,1089,0,1089,5,328,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11500,Edwards,OneFam,845,0,845,5,186,0,0,0,0
One_Story_PUD_1946_and_Newer,4235,Edwards,TwnhsE,1049,0,1049,5,0,105,0,0,0
One_and_Half_Story_Finished_All_Ages,11409,Edwards,OneFam,1148,568,1716,8,0,0,0,0,160
One_and_Half_Story_Finished_All_Ages,9060,Edwards,OneFam,698,560,1258,6,0,0,0,0,0
Two_Story_1945_and_Older,9084,Edwards,OneFam,755,755,1510,7,120,0,0,0,0
Split_or_Multilevel,10778,Sawyer_West,OneFam,1061,0,1061,4,114,36,0,0,0
Split_or_Multilevel,19255,Sawyer_West,OneFam,1338,0,1338,5,0,0,0,0,0
One_and_Half_Story_Finished_All_Ages,12327,Sawyer_West,OneFam,1496,636,2132,5,349,40,0,0,0
One_Story_1946_and_Newer_All_Styles,14684,Sawyer_West,OneFam,2196,0,2196,7,84,70,0,0,0
Two_Story_1946_and_Newer,9317,Sawyer_West,OneFam,1006,769,1775,7,234,72,192,0,0
Two_Story_1946_and_Newer,10560,Sawyer_West,OneFam,1079,800,1879,8,400,100,144,0,0
Two_Story_1946_and_Newer,9828,Sawyer_West,OneFam,1142,878,2020,8,0,155,0,0,0
Two_Story_1945_and_Older,26400,Sawyer_West,OneFam,1288,728,2016,7,0,0,0,0,0
Duplex_All_Styles_and_Ages,7018,Sawyer_West,Duplex,1535,0,1535,8,0,0,0,0,0
Duplex_All_Styles_and_Ages,7018,Sawyer_West,Duplex,1224,0,1224,6,120,0,0,0,0
Duplex_All_Styles_and_Ages,7018,Sawyer_West,Duplex,1114,1114,2228,8,73,0,0,0,0
Duplex_All_Styles_and_Ages,7018,Sawyer_West,Duplex,1535,0,1535,8,0,0,0,0,0
Duplex_All_Styles_and_Ages,7018,Sawyer_West,Duplex,1535,0,1535,8,0,0,0,0,0
Duplex_All_Styles_and_Ages,7018,Sawyer_West,Duplex,1120,1120,2240,12,154,0,0,0,0
Duplex_All_Styles_and_Ages,7040,Sawyer_West,Duplex,1229,0,1229,6,120,0,0,0,0
Duplex_All_Styles_and_Ages,7007,Sawyer_West,Duplex,1513,0,1513,8,0,0,0,0,0
Duplex_All_Styles_and_Ages,11855,Sawyer_West,Duplex,1168,1619,2787,8,312,0,0,0,0
Duplex_All_Styles_and_Ages,7939,Sawyer_West,Duplex,1168,1619,2787,8,312,0,0,0,0
Duplex_All_Styles_and_Ages,7976,Sawyer_West,Duplex,1168,1619,2787,8,312,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10933,College_Creek,OneFam,1680,0,1680,8,185,24,0,0,0
One_Story_1946_and_Newer_All_Styles,10637,College_Creek,OneFam,1718,0,1718,7,208,44,0,0,0
One_Story_1946_and_Newer_All_Styles,10226,College_Creek,OneFam,1630,0,1630,8,172,42,0,0,0
One_Story_1946_and_Newer_All_Styles,10816,College_Creek,OneFam,1720,0,1720,8,208,104,0,0,0
One_Story_1946_and_Newer_All_Styles,9178,College_Creek,OneFam,1468,0,1468,6,192,142,0,0,0
Two_Story_1946_and_Newer,10769,College_Creek,OneFam,866,902,1768,7,144,105,0,0,0
One_Story_1946_and_Newer_All_Styles,11422,College_Creek,OneFam,1838,0,1838,7,154,222,0,0,0
One_Story_1946_and_Newer_All_Styles,11923,College_Creek,OneFam,1800,0,1800,7,288,136,0,0,0
One_Story_1946_and_Newer_All_Styles,8814,College_Creek,OneFam,1604,0,1604,8,123,110,0,0,0
One_Story_1946_and_Newer_All_Styles,6762,College_Creek,OneFam,1290,0,1290,6,168,0,0,0,0
One_Story_1946_and_Newer_All_Styles,10324,College_Creek,OneFam,1254,0,1254,5,168,92,0,0,0
One_Story_1946_and_Newer_All_Styles,7314,College_Creek,OneFam,1232,0,1232,6,132,0,0,0,0
One_Story_1946_and_Newer_All_Styles,11645,College_Creek,OneFam,1498,0,1498,7,144,98,0,0,0
Two_Story_1946_and_Newer,11646,College_Creek,OneFam,704,718,1422,7,36,28,0,0,0
Split_or_Multilevel,12800,Sawyer_West,OneFam,1644,0,1644,5,80,0,0,0,396
Two_Story_1946_and_Newer,16698,Clear_Creek,OneFam,944,815,1759,7,150,193,0,0,0
Two_Story_1946_and_Newer,28698,Clear_Creek,OneFam,1160,966,2126,7,486,0,0,0,225
One_Story_1946_and_Newer_All_Styles,12464,College_Creek,OneFam,1040,0,1040,6,168,0,0,0,0
One_Story_1946_and_Newer_All_Styles,9757,College_Creek,OneFam,990,0,990,5,66,0,0,0,92
Two_Story_1946_and_Newer,15426,College_Creek,OneFam,928,836,1764,7,276,99,0,0,0
Two_Story_1946_and_Newer,10667,College_Creek,OneFam,827,834,1661,6,158,61,0,0,0
One_Story_1946_and_Newer_All_Styles,14753,College_Creek,OneFam,1463,0,1463,5,0,81,0,0,0
One_Story_1946_and_Newer_All_Styles,10859,College_Creek,OneFam,1097,0,1097,6,392,64,0,0,0
One_Story_1946_and_Newer_All_Styles,8072,College_Creek,OneFam,990,0,990,5,0,64,0,0,0
Two_Story_1946_and_Newer,10400,College_Creek,OneFam,866,913,1779,6,198,36,0,0,0
One_Story_1946_and_Newer_All_Styles,10335,College_Creek,OneFam,1501,0,1501,6,144,29,0,0,0
One_Story_1946_and_Newer_All_Styles,9017,College_Creek,OneFam,1431,0,1431,6,0,35,0,0,0
Two_Story_1946_and_Newer,8750,College_Creek,OneFam,928,844,1772,7,150,96,0,0,0
Two_Story_1946_and_Newer,8935,College_Creek,OneFam,831,829,1660,7,144,68,0,0,0
